timestamp,average_speed,max_acceleration,hard_brakes,smooth_brakes,energy_consumption,idle_time,driver_profile
2025-06-11 16:19:27,79.49816375780918,1.82366684855575,0,4,15.080521654149631,74.61595116720044,0
2025-06-11 16:19:28,73.62287743523605,1.964119895709285,2,2,18.11774263027243,27.626784793665387,0
2025-06-11 16:19:29,57.94096767613162,3.5330157444692007,1,3,26.038183638101167,56.721913437866576,1
2025-06-11 16:19:30,50.58665546650943,3.0303690609091913,2,3,15.154780667281349,52.14733144748053,1
2025-06-11 16:19:31,65.72074756648385,3.6649062576366056,0,3,13.804185058576092,31.610288648516665,2
2025-06-11 16:19:32,58.59609235950657,1.4534962708728576,2,5,23.20937889358262,31.665595109435642,0
2025-06-11 16:19:33,85.7395871840549,4.557716080301583,2,0,13.520895803482965,61.03805893561386,0
2025-06-11 16:19:34,49.616140210443305,2.8697408026403632,3,2,17.45280704005855,32.28070415146447,2
2025-06-11 16:19:35,68.71028026244214,0.2892598336399743,3,1,13.951690229080917,76.43472326205675,1
2025-06-11 16:19:36,72.97223573309886,1.4172150517308333,1,2,19.352267648558602,54.68958244229306,2
2025-06-11 16:19:37,56.010239850588086,1.9626232257784553,4,0,16.92549131245364,67.50630656532223,2
2025-06-11 16:19:38,76.75951476825419,1.2318563483685017,0,3,12.084891504614857,70.08398856146292,2
2025-06-11 16:19:39,53.939301447530625,1.6658151512673762,3,4,22.089793091423697,36.99852380073764,0
2025-06-11 16:19:40,27.53229320649079,2.8129963045348285,2,3,17.29546598579609,1.5072918019727695,2
2025-06-11 16:19:41,90.07021363156214,1.5986243201028256,4,4,20.58356168110357,28.514328726676908,1
2025-06-11 16:19:42,83.7842549293496,2.6612995426626953,0,3,21.98263604571481,20.77452191808181,0
2025-06-11 16:19:43,68.80560079237719,1.6027450725018837,2,1,18.41166956209295,10.289339009998422,2
2025-06-11 16:19:44,90.10162828434477,2.9417467363775573,2,3,16.83169879357383,38.9436694923146,1
2025-06-11 16:19:45,83.59905210932885,2.500720906935976,3,2,18.54638958235501,45.38077916958407,2
2025-06-11 16:19:46,54.25139767363842,3.309594435971886,5,3,23.472317401954406,46.88852082592439,2
2025-06-11 16:19:47,77.76686147570356,3.7238559185425935,0,4,20.743431274433675,12.694041393128082,1
2025-06-11 16:19:48,64.68641888335132,3.2601448481497473,3,4,19.559515022859536,62.5216701635567,1
2025-06-11 16:19:49,74.91738530787245,2.417134264153209,0,6,14.382922407747891,36.81767768340727,0
2025-06-11 16:19:50,54.89357201570938,3.529840912546468,7,3,16.107308311458663,47.18807347727513,2
2025-06-11 16:19:51,73.59640890865994,1.491144967476671,0,4,14.297425139944645,41.634284805196316,0
2025-06-11 16:19:52,57.0817174082643,2.5884123777018124,5,4,13.24599667170186,36.04445189360992,1
2025-06-11 16:19:53,75.57420874389695,3.7870921037904752,0,3,18.672833624921996,59.22032772532178,1
2025-06-11 16:19:54,72.64855847922908,3.016479480382197,1,5,22.533339152591747,26.790628225856093,1
2025-06-11 16:19:55,60.54691130963891,3.675023581960838,1,6,19.063880671268283,42.83479585878234,1
2025-06-11 16:19:56,69.44982279437626,1.2797643007742794,3,3,15.422523757801883,51.42658043804916,0
2025-06-11 16:19:57,68.12897898488295,3.4682899998123813,0,5,18.254005858685826,37.643783088773695,2
2025-06-11 16:19:58,83.31942418527723,2.633958380580235,0,2,19.057019054429357,44.39499134678935,1
2025-06-11 16:19:59,76.18041086116814,2.5935234964386096,0,3,20.813252245830366,43.165149268008825,2
2025-06-11 16:20:00,89.69552594112497,5.041619846718792,1,2,15.648574780368,48.459162731493215,0
2025-06-11 16:20:01,47.99868472561066,2.8499237152493926,2,3,14.18444364634675,51.798817519286565,1
2025-06-11 16:20:02,53.57186556542362,2.885469775033526,1,4,14.952701313364605,48.1555067031133,1
2025-06-11 16:20:03,87.95501846531616,1.7219052141672857,2,1,18.129016916243827,72.24909245333208,1
2025-06-11 16:20:04,49.94225409453672,3.334749722643302,1,0,22.359619836363322,36.4322403887372,1
2025-06-11 16:20:05,65.65743199190642,3.455802745112481,1,1,17.93372636070992,55.249867672741374,2
2025-06-11 16:20:06,73.86116503265488,2.2798862687451713,0,3,23.162192903071833,57.97734825180393,1
2025-06-11 16:20:07,57.66511565632287,1.8842625417907937,1,2,20.89836711489249,51.7272818129466,0
2025-06-11 16:20:08,22.712352859171133,1.1904471845420634,2,1,19.85174961877764,47.00757872710901,0
2025-06-11 16:20:09,91.76675314413764,2.839754205457953,3,3,26.313656956057564,50.43617194313177,1
2025-06-11 16:20:10,63.41317846902852,3.738557996155648,1,4,12.888606731747469,56.179174951145185,0
2025-06-11 16:20:11,65.68880738671649,3.75643886737903,0,5,18.16223373948741,41.053428434621885,2
2025-06-11 16:20:12,39.67152551828791,1.1835709944638588,1,5,21.870826354694756,49.33437534580379,2
2025-06-11 16:20:13,64.40620649804069,2.2015261917701605,1,2,29.195918121178636,53.230127310685354,1
2025-06-11 16:20:14,91.28404999849728,2.455848913626423,3,2,17.39028607341465,72.96555835373118,2
2025-06-11 16:20:15,42.73811334259414,0.7292730422072071,1,3,13.53480545964866,29.64671568890448,2
2025-06-11 16:20:16,73.69800258517317,3.5476840611083973,3,4,19.749391730431228,44.113784020724026,1
2025-06-11 16:20:17,64.24805951115451,2.37400649989981,2,2,14.373835739770263,62.643458458602545,2
2025-06-11 16:20:18,37.94894398659109,3.5931229758819567,2,3,23.665647166801172,56.59859979998639,0
2025-06-11 16:20:19,62.6324373523961,2.808292063638821,1,1,18.293346979112545,59.5315484352203,1
2025-06-11 16:20:20,79.50767183658424,2.993977382205645,1,2,27.56767972847807,33.48928790336537,0
2025-06-11 16:20:21,63.83340949603376,2.043895150250234,3,5,14.327186508596025,54.61441198804644,1
2025-06-11 16:20:22,74.97907259435142,1.478937001793144,1,6,14.283454637960967,27.989697210975628,1
2025-06-11 16:20:23,59.79842634849932,1.9142072765513098,1,3,10.210630103436742,59.67686708499825,2
2025-06-11 16:20:24,52.84207055267561,3.356975536982786,1,4,17.391636455412804,68.18599713230275,0
2025-06-11 16:20:25,52.73443772020891,4.704186167886222,4,3,23.568155006348366,46.66694062944768,1
2025-06-11 16:20:26,84.77295600851038,1.1418250785224064,1,2,16.39211611177215,58.94610337216736,2
2025-06-11 16:20:27,58.51934278632839,4.307590322192308,0,1,17.42536188041153,42.523791524954305,1
2025-06-11 16:20:28,72.43547031745476,1.4000912268276602,2,3,15.952790135979308,53.45876104657225,2
2025-06-11 16:20:29,57.17519879441523,2.1347705862855078,1,3,21.043128687411382,45.87042797182825,1
2025-06-11 16:20:30,62.8957962763589,2.9571309460952806,4,3,12.800374735154879,35.788223887890965,0
2025-06-11 16:20:31,48.80398919102907,2.6802171705073183,2,2,20.39447549565758,55.493602542778326,1
2025-06-11 16:20:32,72.43050325956645,2.3758913460625304,3,3,17.945526090661904,39.299936414464284,0
2025-06-11 16:20:33,82.8957753212532,1.6610330016065846,3,3,15.002450400220525,40.36031379746989,1
2025-06-11 16:20:34,75.67460910084989,2.0008571764259404,0,5,21.758389487487463,21.930691093912486,2
2025-06-11 16:20:35,52.59009797526352,4.14816482457069,3,2,22.054639319437968,34.48159397104876,2
2025-06-11 16:20:36,45.41585471515734,1.8225288245222733,1,3,20.938740478553047,72.20784205497247,1
2025-06-11 16:20:37,43.94186960138576,0.7528587964316165,2,0,17.508858341808253,46.43695088444468,1
2025-06-11 16:20:38,79.34934217603237,1.1037881856249676,1,1,16.241200196256766,36.06865195685936,0
2025-06-11 16:20:39,65.51013882291616,3.235721311018888,2,2,22.563435946806457,27.30688412128908,0
2025-06-11 16:20:40,74.25594567102804,0.8181196449774619,0,3,13.16896242982659,57.136691860970686,1
2025-06-11 16:20:41,52.254186177834555,2.0170160739271594,1,0,9.715280469678135,59.90001752411652,1
2025-06-11 16:20:42,107.91704851450527,2.798271104600988,1,3,16.862839557786646,56.301065563187784,0
2025-06-11 16:20:43,34.04172429868263,3.2540621272311236,0,3,19.609072308805192,64.81493684311064,0
2025-06-11 16:20:44,66.62021181469251,1.593351454845707,3,2,11.021740192407854,31.175203203326063,1
2025-06-11 16:20:45,48.42910542353488,3.1593081195113273,5,5,20.27273601336159,34.55969757598572,0
2025-06-11 16:20:46,84.58103639397748,0.9204945829127271,2,1,24.769386289852818,47.16489707589055,2
2025-06-11 16:20:47,24.44977929338964,2.8393558127562204,1,5,16.642755251447365,44.37994192786245,1
2025-06-11 16:20:48,65.69659591912941,1.5951852161882876,4,0,25.68730555629675,1.6991579390478506,1
2025-06-11 16:20:49,57.55014683060794,2.15627632190792,7,4,20.227397607744315,14.5151861350191,1
2025-06-11 16:20:50,51.02710926815557,3.182137666338975,4,2,10.02692379752326,64.5098412931613,0
2025-06-11 16:20:51,52.74330796288537,1.966654239976797,2,1,20.472352064829728,50.7629323815459,2
2025-06-11 16:20:52,62.869278309333325,1.6036671858869362,5,6,23.831684096475126,58.531612781146634,1
2025-06-11 16:20:53,68.72432377326281,2.5800289576021114,2,5,18.007480735567505,18.016820110891558,1
2025-06-11 16:20:54,58.16043173029186,1.528618722945934,2,5,10.546742406784023,60.26594814164719,1
2025-06-11 16:20:55,77.65631707561054,1.8832955375559535,1,6,18.01704666887635,43.632123795394335,1
2025-06-11 16:20:56,76.01101867783794,3.2653538394160497,3,5,15.171155683081107,57.973624913737154,1
2025-06-11 16:20:57,64.68696105406681,0.756260297050037,1,3,11.32494017575597,49.478299215864716,0
2025-06-11 16:20:58,74.88403032280526,3.584827740156108,0,3,12.922835579027584,68.04235159282418,1
2025-06-11 16:20:59,63.33021726803299,2.799085734021106,5,3,15.120041867112244,31.139057889884022,0
2025-06-11 16:21:00,46.19740981442358,2.285045161921049,2,3,18.57505857243434,43.729343507057195,0
2025-06-11 16:21:01,67.36602811417521,2.809006932774348,1,2,16.738934664334977,49.0207564138463,0
2025-06-11 16:21:02,75.72761585192087,2.4488813069846223,3,2,13.552886803462233,30.504313593118965,1
2025-06-11 16:21:03,76.61870746597612,2.6791140113684673,1,4,22.764362732584765,42.79719718117049,1
2025-06-11 16:21:04,31.70333078822224,1.1003184952673137,1,1,23.849018416138914,40.643191256583165,1
2025-06-11 16:21:05,81.08812699359139,3.9287601620367703,1,4,17.69796010973277,60.01399018793503,0
2025-06-11 16:21:06,68.34953509328308,3.4834818955451907,4,3,13.820654744387715,71.75883892802653,2
2025-06-11 16:21:07,90.22238686127022,1.6161311048592708,0,5,17.840231545664544,60.542966265181654,0
2025-06-11 22:01:13,67.63979301412257,3.2743334703870914,1,5,10.607559366048081,36.38894169646685,2
2025-06-11 22:01:14,71.39703254073184,2.5347515352847436,3,1,16.438957986911113,65.38893260170397,1
2025-06-11 22:01:15,66.69930204937778,1.3826308699234324,1,4,13.444615012058268,56.18271741602409,1
2025-06-11 22:01:16,46.482172447270216,2.3006092291792197,2,1,14.050725005442061,49.88135629275605,1
2025-06-11 22:01:17,75.56651332579727,2.8569197993924558,1,3,21.39308991765973,13.172843115839687,0
2025-06-11 22:01:18,77.11749791801408,4.290712759103625,2,3,23.91788693985604,23.501144237758933,0
2025-06-11 22:01:19,47.58986831310388,1.7375397840708406,1,3,15.389932431113639,67.33150861261927,2
2025-06-11 22:01:20,66.18570106148124,1.7655959435750692,2,4,16.011165809448716,32.751877674317036,0
2025-06-11 22:01:21,95.4545205058326,2.276197124568197,2,1,19.617157003775564,24.324420042024244,1
2025-06-11 22:01:22,56.97747714998915,2.6271439310178493,2,4,15.248111466952103,62.40333249405906,1
2025-06-11 22:01:23,59.23939460628462,2.0713562915419708,1,6,21.199656511147467,42.3260298528828,2
2025-06-11 22:01:24,95.092639476308,3.061938826213804,1,0,16.453212361898522,44.0712420089783,0
2025-06-11 22:01:25,86.44669992528414,2.953107128525639,2,3,17.453869661388822,36.8668636375168,2
2025-06-11 22:01:26,71.81171335520936,1.8117869329044058,2,1,14.705740494249069,27.520332447812134,0
2025-06-11 22:01:27,62.10527209236376,1.7050285135870238,4,4,21.15566492828351,43.243247414081765,2
2025-06-11 22:01:28,46.16733978518681,1.6698851585287193,0,1,21.51564859078821,40.08886835374453,0
2025-06-11 22:01:29,72.94438654753472,3.2581442373762375,0,1,10.837046849687837,43.01160318939143,1
2025-06-11 22:01:30,57.676244403936366,2.0403474103561265,1,2,22.245770829036974,29.668252091792596,1
2025-06-11 22:01:31,64.3524652297838,1.7571941138538931,0,2,18.79638730302322,19.95714014478547,1
2025-06-11 22:01:32,78.22002437458684,3.428883120909437,3,1,24.856591119929412,71.39525863983545,1
2025-06-11 22:01:33,56.955000954408945,2.4798620797608284,3,4,15.23180473933941,71.88371555189924,1
2025-06-11 22:01:34,77.66517082300507,2.5408149837651517,0,6,22.49596469248948,49.57959734488348,1
2025-06-11 22:01:35,40.191144126861964,3.235821807901207,6,2,20.697861844780018,39.28539571315214,2
2025-06-11 22:01:36,62.85764070548665,3.974794812062373,4,1,20.128509162572286,25.93765840071335,2
2025-06-11 22:01:37,40.64936321746349,0.3595601297742115,3,1,19.628422345000118,64.85233046128644,0
2025-06-11 22:01:38,43.270201823047316,1.4351348497808851,2,2,16.858141672279483,45.59981862036596,0
2025-06-11 22:01:39,55.707356705677086,2.491050210028132,1,3,20.93848594789219,34.24866797059921,0
2025-06-11 22:01:40,62.10399400175471,1.2125503718793087,0,3,20.341015080256902,49.31427241309543,1
2025-06-11 22:01:41,56.7457826749342,3.755011842336096,2,5,16.462006756144433,66.0781616758442,1
2025-06-11 22:01:42,63.45723713017627,2.665487303746497,2,3,12.338375966474013,39.29393389551193,2
2025-06-11 22:01:43,41.751518285521804,3.1645792688604915,3,4,15.48581627788559,46.4112098884353,2
2025-06-11 22:01:44,66.55119111991482,2.370788363550989,1,4,20.541012519182004,25.225988131956612,1
2025-06-11 22:01:45,49.56867679913674,3.0923359715906704,2,3,13.800762059024697,48.08648414925385,2
2025-06-11 22:01:46,71.44685767660434,2.4924575373690567,0,2,14.915658441047587,61.79100676022247,2
2025-06-11 22:01:47,80.91651466512275,3.0600292604064574,1,2,12.518060695186183,58.550175531132794,0
2025-06-11 22:01:48,71.44949333071445,3.0054249994562148,2,1,8.677937403084869,51.52793787048739,1
2025-06-11 22:01:49,83.68637684171514,2.863014348016434,2,2,14.596769418703621,41.605501022339965,0
2025-06-11 22:01:50,54.203427524988136,2.628706682799856,0,3,16.05278846174992,37.79952937877363,0
2025-06-11 22:01:51,58.49766147018126,3.8752782416588056,5,3,19.297693993677594,14.359575775198728,2
2025-06-11 22:01:52,70.68400597754622,1.6437968133252792,3,2,13.359661609420012,19.090210434335905,0
2025-06-11 22:01:53,52.561563649692616,2.3914583123663617,4,1,23.35591924081202,27.068801325155952,2
2025-06-11 22:01:54,61.73578307180446,2.170890829744068,1,2,15.691195545097987,49.53561565950068,2
2025-06-11 22:01:55,79.99583467598275,1.7729989980812118,3,1,19.944225865287883,34.932569876295474,1
2025-06-11 22:01:56,59.885805698746765,1.200517981201781,1,1,14.631420929590416,66.62003269948242,1
2025-06-11 22:01:57,66.83499207329886,2.6232665423093904,3,3,14.668987466705943,24.087658635271435,0
2025-06-11 22:01:58,41.56529970835675,1.5250761112574736,3,3,18.53724143666915,44.241473103561724,1
2025-06-11 22:01:59,78.58862886155922,1.2815607455949163,1,4,13.098796901177487,49.624603836560226,2
2025-06-11 22:02:00,68.35378001880053,4.062512726378986,4,1,16.11607888242114,27.259175144711925,2
2025-06-11 22:02:01,66.43024851579507,2.7114504812295475,1,1,15.688166750134643,59.48368719019185,2
2025-06-11 22:02:02,67.21486734220805,1.8121381328310728,3,2,14.26933978346456,15.284417706764064,1
2025-06-11 22:02:03,73.1377865707177,2.789084270618579,0,0,19.06676765081814,94.91546682955467,0
2025-06-11 22:02:04,51.22862369255388,2.7595710093749863,1,7,22.266877884062747,63.11854133240519,2
2025-06-11 22:02:05,50.172926164423416,4.084296484728079,1,5,13.433478664291044,29.827553681010958,2
2025-06-11 22:02:06,34.4429738215881,3.7321873332612006,3,4,16.063273001285243,61.75683565866229,0
2025-06-11 22:02:07,62.138640975769505,2.3330755182514844,2,2,11.80431830588587,61.12505139588356,2
2025-06-11 22:02:08,59.47046555518245,4.4632140223765635,3,2,14.728371921697196,16.86616071864009,1
2025-06-11 22:02:09,49.56187724549888,1.2188414353300923,4,3,20.267918293427154,20.430934821085174,1
2025-06-11 22:02:10,89.30473536015683,2.675659425878547,1,2,13.714553788661622,31.217011208743852,1
2025-06-11 22:02:11,83.86405282302128,1.164650755397047,2,6,16.34585640175135,27.284780688034004,2
2025-06-11 22:02:12,80.37688122429051,3.2344387812662214,1,6,19.60204243430883,57.6459031842014,0
2025-06-11 22:02:13,57.84255989362606,3.4977408596080415,2,4,24.100893652435097,40.42839720308535,0
2025-06-11 22:02:14,59.11497223344788,3.57704921087276,2,4,22.744372022984248,28.366724876825423,2
2025-06-11 22:02:15,78.0705669842868,2.788434449385148,1,3,18.531737946191395,54.642340041183964,0
2025-06-11 22:02:16,55.74763554431591,2.637672129077269,2,2,22.062978894709453,65.62020593856732,0
2025-06-11 22:02:17,93.66938158185157,2.6521292791921733,2,3,19.061921277688075,53.17228129109522,0
2025-06-11 22:02:18,55.20176640273618,3.3330498581371817,1,1,20.325893033376772,85.61494645858342,2
